TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Customer_Age_encoded,Target
709,2023-11-24 17:11:27,0,34,2,17,0,96,0,1447,2024-11-04 08:11:35,1,2
82,2023-02-28 16:28:25,0,20,0,16,1,140,0,1120,2024-11-04 08:08:52,1,2
1045,2023-11-13 17:34:15,0,31,1,50,2,143,0,1175,2024-11-04 08:08:57,4,2
622,2023-10-11 18:50:24,0,24,2,1,3,103,0,45,2024-11-04 08:09:24,0,2
946,2023-12-06 17:27:14,0,7,2,18,0,24,0,1452,2024-11-04 08:10:13,2,1
119,2023-12-26 16:07:28,0,14,1,16,1,243,0,1410,2024-11-04 08:11:40,1,0
373,2023-03-10 17:33:12,0,4,1,3,3,11,0,359,2024-11-04 08:10:57,0,1
361,2023-09-13 16:18:07,0,22,0,20,0,245,0,1509,2024-11-04 08:07:16,2,0
1510,2023-01-06 17:30:07,0,12,0,4,3,90,0,18,2024-11-04 08:07:49,0,2
1542,2023-08-03 17:42:02,0,13,2,10,3,219,0,13,2024-11-04 08:09:15,1,0
292,2023-12-04 16:10:04,0,25,0,40,1,150,0,1133,2024-11-04 08:07:19,4,2
288,2023-04-25 16:53:22,0,21,1,9,3,136,0,99,2024-11-04 08:11:34,1,2
514,2023-04-12 17:39:29,0,2,2,49,2,134,0,1197,2024-11-04 08:12:09,4,2
872,2023-11-10 16:06:27,0,5,0,30,0,34,0,1272,2024-11-04 08:07:29,3,1
456,2023-08-14 17:41:24,0,30,2,33,1,87,0,619,2024-11-04 08:08:04,3,1
1213,2023-01-30 17:47:18,0,25,1,50,2,249,0,1230,2024-11-04 08:08:44,4,0
45,2023-08-21 16:07:13,0,11,2,48,4,46,0,791,2024-11-04 08:10:53,4,1
1515,2023-05-11 16:30:04,0,1,2,50,2,81,0,537,2024-11-04 08:11:18,4,1
1313,2023-10-16 17:47:41,0,36,1,5,3,126,0,489,2024-11-04 08:09:45,0,2
1467,2023-08-08 17:44:21,0,38,0,9,3,236,0,164,2024-11-04 08:10:15,1,0
329,2023-11-24 17:29:06,0,13,0,8,3,26,0,429,2024-11-04 08:07:15,1,1
1165,2023-11-03 18:33:50,0,18,0,26,0,78,0,1147,2024-11-04 08:10:25,2,1
33,2023-02-17 16:08:54,0,9,2,45,2,26,0,1048,2024-11-04 08:11:28,4,1
836,2023-11-27 18:26:02,0,41,0,47,2,260,0,731,2024-11-04 08:06:44,4,0
1278,2023-07-25 18:41:02,0,8,0,42,1,37,0,79,2024-11-04 08:10:58,4,1
127,2023-05-17 16:03:51,0,27,2,36,2,68,0,1063,2024-11-04 08:07:46,3,1
1138,2023-07-20 18:23:13,0,13,2,3,3,245,0,460,2024-11-04 08:08:44,0,0
649,2023-12-08 17:24:44,0,28,0,0,3,78,0,57,2024-11-04 08:10:39,0,1
1198,2023-01-12 17:57:06,0,28,0,44,0,171,0,1484,2024-11-04 08:11:36,4,2
481,2023-05-01 16:58:41,0,30,2,37,2,2,0,887,2024-11-04 08:09:35,3,1
1410,2023-05-22 17:34:50,0,25,0,37,2,117,0,724,2024-11-04 08:11:49,3,2
789,2023-06-08 16:43:06,0,28,1,40,1,82,0,1162,2024-11-04 08:07:32,4,1
1521,2023-03-08 16:20:43,0,12,0,8,3,215,0,97,2024-11-04 08:12:20,1,0
1083,2023-02-27 17:14:10,0,25,2,35,0,160,0,1451,2024-11-04 08:10:16,3,2
716,2023-03-27 18:47:56,0,23,0,39,2,129,0,852,2024-11-04 08:12:19,4,2
343,2023-12-04 17:06:43,0,33,1,5,3,69,0,450,2024-11-04 08:08:48,0,1
882,2023-02-08 17:59:42,0,9,1,59,2,168,0,1256,2024-11-04 08:09:38,4,2
1498,2023-09-20 16:59:45,0,11,2,42,1,104,0,725,2024-11-04 08:06:26,4,2
1475,2023-08-10 16:28:55,0,6,0,9,3,35,0,131,2024-11-04 08:08:00,1,1
1495,2023-08-07 16:37:06,0,8,1,1,3,104,0,1081,2024-11-04 08:10:17,0,2
691,2023-06-21 16:00:51,0,30,1,30,0,130,0,908,2024-11-04 08:10:06,3,2
955,2023-01-18 16:47:29,0,10,1,39,1,47,0,969,2024-11-04 08:07:07,4,1
1569,2023-09-28 17:53:43,0,33,2,47,2,109,0,897,2024-11-04 08:08:26,4,2
666,2023-04-10 16:38:45,0,29,0,21,1,132,0,927,2024-11-04 08:07:41,2,2
207,2023-04-26 18:35:50,0,12,0,39,2,32,0,1229,2024-11-04 08:09:21,4,1
469,2023-03-16 16:02:01,0,43,0,41,4,43,0,975,2024-11-04 08:11:06,4,1
1323,2023-05-01 16:11:56,0,1,0,7,3,151,0,235,2024-11-04 08:09:44,0,2
41,2023-06-05 17:08:37,0,19,2,30,0,255,0,1481,2024-11-04 08:09:03,3,0
1411,2023-02-21 16:14:16,0,37,2,28,1,167,0,543,2024-11-04 08:09:05,3,2
1192,2023-01-18 17:03:54,0,18,0,45,2,132,0,271,2024-11-04 08:10:57,4,2
1183,2023-04-10 16:44:52,0,4,0,0,3,147,0,138,2024-11-04 08:07:58,0,2
719,2023-01-18 17:53:37,0,35,1,12,0,74,0,1501,2024-11-04 08:06:52,1,1
568,2023-06-26 18:39:52,0,6,1,42,0,123,0,1616,2024-11-04 08:08:59,4,2
627,2023-12-11 17:26:22,0,21,2,36,1,60,0,843,2024-11-04 08:11:22,3,1
1405,2023-12-05 17:51:28,0,28,2,37,0,35,0,1585,2024-11-04 08:06:35,3,1
1335,2023-03-13 16:41:12,0,23,2,32,1,189,0,576,2024-11-04 08:09:14,3,0
1104,2023-01-31 16:58:42,0,25,2,42,2,86,0,642,2024-11-04 08:07:40,4,1
862,2023-05-15 17:02:15,0,0,2,10,3,42,0,1239,2024-11-04 08:08:51,1,1
1499,2023-10-12 16:57:36,0,26,1,2,3,74,0,80,2024-11-04 08:08:35,0,1
1160,2023-06-26 16:10:57,0,33,1,22,1,125,0,989,2024-11-04 08:12:14,2,2
647,2023-10-16 16:06:05,0,30,0,53,2,70,0,978,2024-11-04 08:08:22,4,1
235,2023-03-31 18:57:11,0,39,1,35,1,19,0,1170,2024-11-04 08:10:32,3,1
1413,2023-08-11 16:43:45,0,23,0,4,3,115,0,402,2024-11-04 08:11:29,0,2
224,2023-02-13 17:02:27,0,8,1,8,3,53,0,405,2024-11-04 08:06:37,1,1
1370,2023-12-05 16:19:23,0,24,2,10,3,231,0,472,2024-11-04 08:08:24,1,0
890,2023-03-27 18:52:04,0,12,0,35,0,209,0,202,2024-11-04 08:11:56,3,0
1470,2023-07-17 16:22:23,0,7,3,50,2,149,0,1030,2024-11-04 08:11:59,4,2
317,2023-06-13 17:52:56,0,6,2,17,1,166,0,898,2024-11-04 08:06:34,1,2
786,2023-12-29 16:38:21,0,27,1,12,1,44,0,1322,2024-11-04 08:08:12,1,1
898,2023-04-25 17:33:27,0,23,2,1,3,169,0,14,2024-11-04 08:08:50,0,2
1215,2023-08-14 17:12:27,0,15,0,16,1,51,0,203,2024-11-04 08:11:40,1,1
1270,2023-05-17 17:28:25,0,42,1,17,0,134,0,1316,2024-11-04 08:09:01,1,2
578,2023-05-05 17:32:18,0,5,1,9,3,161,0,6,2024-11-04 08:09:21,1,2
377,2023-01-02 16:27:18,0,5,2,21,0,24,0,1044,2024-11-04 08:09:09,2,1
935,2023-06-06 18:53:35,0,14,1,36,1,162,0,1268,2024-11-04 08:11:58,3,2
1466,2023-12-11 16:57:41,0,16,0,46,0,115,0,1165,2024-11-04 08:07:48,4,2
239,2023-04-03 16:43:29,0,29,0,16,0,135,0,1446,2024-11-04 08:10:33,1,2
1558,2023-07-05 17:49:26,0,17,2,13,0,127,0,1146,2024-11-04 08:09:01,1,2
970,2023-02-28 16:46:55,0,2,1,45,0,103,0,1490,2024-11-04 08:12:03,4,2
561,2023-12-19 17:11:31,0,40,0,49,0,50,0,1072,2024-11-04 08:09:02,4,1
509,2023-02-13 18:42:09,0,41,2,19,0,262,0,1393,2024-11-04 08:10:32,2,0
62,2023-11-15 16:08:52,0,13,2,19,1,48,0,1003,2024-11-04 08:08:25,2,1
1103,2023-07-26 16:44:22,0,10,0,42,0,138,0,165,2024-11-04 08:07:45,4,2
732,2023-02-06 18:59:44,0,28,1,6,3,48,0,193,2024-11-04 08:09:49,0,1
229,2023-04-24 16:47:20,0,0,2,6,3,3,0,237,2024-11-04 08:12:03,0,1
1171,2023-12-08 16:16:02,0,26,1,33,2,155,0,944,2024-11-04 08:06:32,3,2
182,2023-02-20 16:52:03,0,39,0,54,2,101,0,697,2024-11-04 08:09:12,4,2
505,2023-08-07 16:06:32,0,10,0,52,0,212,0,367,2024-11-04 08:10:07,4,0
936,2023-12-27 16:48:30,0,14,2,11,0,131,0,1158,2024-11-04 08:10:57,1,2
263,2023-12-08 16:45:12,0,9,0,1,3,166,0,416,2024-11-04 08:07:15,0,2
1128,2023-04-27 16:27:41,0,5,0,51,2,7,0,959,2024-11-04 08:07:03,4,1
552,2023-10-31 16:49:13,0,22,2,36,1,157,0,220,2024-11-04 08:09:14,3,2
1050,2023-12-14 17:31:18,0,17,2,3,3,72,0,283,2024-11-04 08:10:41,0,1
1389,2023-06-02 16:27:08,0,30,1,7,3,150,0,437,2024-11-04 08:12:17,0,2
460,2023-12-01 17:04:00,0,42,2,21,0,24,0,999,2024-11-04 08:10:37,2,1
411,2023-01-04 16:09:43,0,8,1,41,2,147,0,968,2024-11-04 08:08:18,4,2
289,2023-07-31 16:51:50,0,41,2,50,0,27,0,1620,2024-11-04 08:08:53,4,1
1394,2023-10-23 18:37:47,0,18,2,4,3,72,0,494,2024-11-04 08:06:37,0,1
52,2023-04-24 16:24:49,0,21,2,36,0,151,0,1559,2024-11-04 08:10:21,3,2
512,2023-03-06 18:27:13,0,24,1,9,3,63,0,386,2024-11-04 08:12:13,1,1
1162,2023-01-04 17:00:17,0,9,1,23,1,202,0,1402,2024-11-04 08:08:03,2,0
630,2023-07-25 17:21:53,0,5,1,26,1,149,0,285,2024-11-04 08:06:52,2,2
692,2023-09-20 17:09:14,0,27,0,31,1,110,0,1388,2024-11-04 08:09:57,3,2
1301,2023-05-15 18:41:05,0,28,0,37,4,102,0,1110,2024-11-04 08:09:40,3,2
521,2023-10-31 17:06:47,0,33,2,39,0,38,0,1467,2024-11-04 08:12:20,4,1
1121,2023-12-25 16:30:09,0,10,2,16,0,58,0,1408,2024-11-04 08:07:55,1,1
1476,2023-09-19 16:55:00,0,10,0,29,0,96,0,330,2024-11-04 08:11:45,3,2
1557,2023-02-16 18:56:44,0,36,1,4,3,13,0,336,2024-11-04 08:09:51,0,1
749,2023-09-04 17:46:20,0,7,1,8,3,159,0,272,2024-11-04 08:08:15,1,2
32,2023-06-26 16:04:11,0,19,1,60,2,263,0,936,2024-11-04 08:07:15,4,0
301,2023-09-13 18:49:55,0,12,0,12,0,92,0,1340,2024-11-04 08:09:30,1,2
196,2023-06-12 16:48:03,0,24,1,47,0,77,0,1366,2024-11-04 08:11:09,4,1
13,2023-01-19 17:24:30,0,13,0,60,2,98,0,1207,2024-11-04 08:12:20,4,2
538,2023-05-05 17:34:22,0,0,2,10,1,129,0,1433,2024-11-04 08:10:18,1,2
735,2023-05-15 16:52:24,0,37,0,39,2,161,0,1018,2024-11-04 08:08:40,4,2
1259,2023-03-01 16:17:46,0,33,1,46,2,18,0,653,2024-11-04 08:08:20,4,1
1433,2023-09-20 16:37:48,0,30,0,35,1,85,0,925,2024-11-04 08:10:54,3,1
952,2023-06-14 17:07:08,0,1,1,2,3,225,0,30,2024-11-04 08:08:12,0,0
133,2023-05-29 17:53:03,0,27,2,44,2,65,0,696,2024-11-04 08:07:59,4,1
1574,2023-01-17 16:59:03,0,8,0,2,3,57,0,1380,2024-11-04 08:07:19,0,1
47,2023-07-24 17:04:17,0,22,0,6,3,76,0,149,2024-11-04 08:09:03,0,1
1149,2023-10-27 17:26:53,0,11,0,25,1,27,0,1151,2024-11-04 08:07:43,2,1
1021,2023-10-17 17:24:47,0,7,1,9,1,117,0,542,2024-11-04 08:08:51,1,2
491,2023-05-29 16:20:29,0,27,0,50,0,104,0,1342,2024-11-04 08:09:12,4,2
443,2023-02-20 16:48:49,0,0,1,0,3,166,0,722,2024-11-04 08:07:13,0,2
1496,2023-01-02 16:22:54,0,39,0,8,1,248,0,915,2024-11-04 08:07:15,1,0
1105,2023-05-01 17:11:47,0,25,2,32,1,108,0,90,2024-11-04 08:08:14,3,2
230,2023-10-04 16:47:33,0,31,2,10,3,38,0,135,2024-11-04 08:11:54,1,1
912,2023-09-26 17:02:25,0,11,1,10,3,60,0,197,2024-11-04 08:10:13,1,1
696,2023-01-16 18:57:13,0,39,1,0,3,90,0,56,2024-11-04 08:10:32,0,2
110,2023-03-10 18:26:19,0,17,0,25,1,128,0,903,2024-11-04 08:06:32,2,2
270,2023-03-27 17:02:44,0,35,1,18,0,74,0,464,2024-11-04 08:07:17,2,1
377,2023-05-08 17:42:36,0,20,1,35,2,121,0,739,2024-11-04 08:08:11,3,2
559,2023-03-14 16:21:01,0,36,0,15,0,43,0,1443,2024-11-04 08:07:28,1,1
545,2023-08-31 16:38:18,0,33,1,25,1,234,0,606,2024-11-04 08:06:50,2,0
1241,2023-06-19 16:21:58,0,43,0,46,2,69,0,558,2024-11-04 08:06:47,4,1
1314,2023-04-25 18:58:32,0,40,3,0,3,127,0,214,2024-11-04 08:10:26,0,2
350,2023-08-17 16:44:38,0,5,1,19,1,97,0,618,2024-11-04 08:11:15,2,2
1115,2023-12-06 17:10:35,0,10,2,38,1,169,0,1282,2024-11-04 08:10:44,4,2
694,2023-02-28 17:28:13,0,34,0,15,0,90,0,885,2024-11-04 08:10:48,1,2
299,2023-06-19 17:50:29,0,22,2,9,3,132,0,690,2024-11-04 08:07:58,1,2
1375,2023-11-13 17:07:10,0,32,2,42,1,158,0,711,2024-11-04 08:07:50,4,2
1577,2023-12-18 16:33:01,0,18,1,29,0,171,0,1337,2024-11-04 08:10:34,3,2
39,2023-01-12 16:21:27,0,7,0,45,2,125,0,297,2024-11-04 08:11:23,4,2
1480,2023-10-23 17:17:18,0,27,1,40,2,80,0,1260,2024-11-04 08:07:56,4,1
73,2023-05-15 16:51:28,0,39,0,8,3,55,0,42,2024-11-04 08:06:30,1,1
1293,2023-03-20 16:28:17,0,37,0,31,1,227,0,550,2024-11-04 08:10:16,3,0
1486,2023-02-17 16:57:11,0,14,1,32,0,84,0,1306,2024-11-04 08:08:38,3,1
637,2023-01-16 17:53:00,0,22,1,31,1,191,0,839,2024-11-04 08:08:24,3,0
1372,2023-08-02 16:01:17,0,38,1,13,1,275,0,1347,2024-11-04 08:09:05,1,0
48,2023-01-17 16:47:41,0,0,2,6,3,39,0,116,2024-11-04 08:08:57,0,1
564,2023-02-27 16:37:11,0,33,0,5,3,75,0,1389,2024-11-04 08:06:39,0,1
1432,2023-10-16 17:46:51,0,26,1,41,2,170,0,1045,2024-11-04 08:06:50,4,2
1013,2024-01-01 18:21:50,0,31,2,23,0,158,0,869,2024-11-04 08:06:41,2,2
234,2023-06-01 17:19:57,0,34,2,3,3,92,0,108,2024-11-04 08:09:11,0,2
394,2023-06-19 16:57:53,0,14,0,49,0,244,0,1500,2024-11-04 08:08:06,4,0
129,2023-03-27 16:12:36,0,39,0,44,2,35,0,732,2024-11-04 08:08:22,4,1
1426,2023-10-09 16:48:50,0,3,0,33,2,145,0,1191,2024-11-04 08:12:09,3,2
508,2023-08-07 16:02:55,0,28,1,33,1,196,0,965,2024-11-04 08:09:59,3,0
775,2023-06-26 16:11:29,0,36,2,1,3,225,0,228,2024-11-04 08:11:05,0,0
1009,2023-04-10 16:47:55,0,40,1,11,0,113,0,1070,2024-11-04 08:09:58,1,2
1341,2023-09-12 18:46:45,0,2,0,22,0,78,0,1313,2024-11-04 08:08:00,2,1
976,2023-11-27 17:29:25,0,30,0,35,2,74,0,849,2024-11-04 08:09:09,3,1
1195,2023-03-06 16:29:57,0,41,1,4,3,84,0,213,2024-11-04 08:12:08,0,1
848,2023-09-14 16:58:48,0,24,1,39,2,126,0,1124,2024-11-04 08:07:01,4,2
121,2023-05-04 16:51:17,0,10,0,40,0,227,0,1524,2024-11-04 08:08:08,4,0
331,2023-09-11 17:43:14,0,8,0,0,3,189,0,1277,2024-11-04 08:11:56,0,0
1108,2023-07-24 16:25:51,0,35,0,45,0,157,0,1542,2024-11-04 08:06:35,4,2
63,2023-12-12 16:17:27,0,17,3,57,2,117,0,475,2024-11-04 08:07:10,4,2
1485,2023-05-10 18:49:20,0,25,1,26,1,18,0,654,2024-11-04 08:10:37,2,1
846,2023-12-11 16:47:05,0,19,0,9,3,136,0,333,2024-11-04 08:06:24,1,2
485,2023-08-07 16:21:37,0,34,1,8,3,121,0,82,2024-11-04 08:06:26,1,2
540,2023-07-25 17:24:07,0,10,1,35,2,103,0,958,2024-11-04 08:08:36,3,2
183,2023-08-21 17:25:00,0,25,2,5,3,62,0,104,2024-11-04 08:08:40,0,1
478,2023-09-04 16:48:13,0,37,1,9,3,81,0,191,2024-11-04 08:08:11,1,1
9,2023-10-20 18:34:41,0,42,0,47,2,137,0,1157,2024-11-04 08:09:48,4,2
507,2023-06-16 16:36:20,0,7,2,6,3,78,0,392,2024-11-04 08:10:14,0,1
1536,2023-03-20 17:45:22,0,24,2,12,0,24,0,1169,2024-11-04 08:08:06,1,1
920,2023-02-06 17:48:39,0,30,0,0,3,199,0,101,2024-11-04 08:10:20,0,0
1260,2023-07-26 16:05:48,0,18,1,47,0,79,0,1511,2024-11-04 08:10:16,4,1
368,2023-05-01 16:30:03,0,31,0,46,0,5,0,1529,2024-11-04 08:07:19,4,1
215,2023-09-01 18:05:37,0,8,2,8,3,133,0,112,2024-11-04 08:08:27,1,2
1531,2023-11-14 17:23:43,0,20,0,50,0,80,0,1370,2024-11-04 08:08:16,4,1
626,2023-07-26 16:54:08,0,13,0,16,1,40,0,783,2024-11-04 08:07:04,1,1
1376,2023-04-10 18:27:51,0,11,2,11,1,51,0,1004,2024-11-04 08:08:37,1,1
1290,2023-02-20 17:23:03,0,5,2,18,0,195,0,66,2024-11-04 08:10:51,2,0
897,2023-05-15 18:15:33,0,19,1,17,1,46,0,185,2024-11-04 08:08:34,1,1
567,2023-09-05 17:02:23,0,6,0,34,2,130,0,949,2024-11-04 08:11:23,3,2
479,2023-01-03 17:51:07,0,11,2,2,3,169,0,117,2024-11-04 08:06:58,0,2
551,2023-05-19 16:35:07,0,14,0,6,3,25,0,221,2024-11-04 08:11:13,0,1
933,2023-02-21 18:41:39,0,40,1,12,0,93,0,1375,2024-11-04 08:06:53,1,2
1109,2023-12-04 18:27:11,0,26,0,27,1,2,0,774,2024-11-04 08:07:51,2,1
1164,2024-01-01 16:17:13,0,42,2,12,1,50,0,1021,2024-11-04 08:06:58,1,1
1233,2023-02-21 16:02:33,0,28,0,58,2,33,0,1252,2024-11-04 08:08:15,4,1
166,2023-07-06 18:16:05,0,35,0,6,3,141,0,453,2024-11-04 08:09:03,0,2
254,2023-07-31 17:37:31,0,7,1,49,2,140,0,625,2024-11-04 08:09:20,4,2
1169,2023-06-09 17:12:09,0,38,2,39,2,118,0,665,2024-11-04 08:11:22,4,2
1101,2023-01-11 16:58:02,0,40,2,55,2,71,0,1051,2024-11-04 08:08:49,4,1
378,2023-11-03 16:39:45,0,18,0,8,3,66,0,69,2024-11-04 08:07:22,1,1
1236,2023-02-16 16:20:06,0,23,2,9,1,89,0,1427,2024-11-04 08:08:55,1,2
867,2023-03-16 17:36:31,0,6,0,1,3,35,0,384,2024-11-04 08:10:08,0,1
823,2023-01-16 16:01:34,0,9,0,3,3,140,0,160,2024-11-04 08:09:14,0,2
304,2023-02-09 16:09:00,0,5,0,26,0,65,0,842,2024-11-04 08:07:36,2,1
643,2023-06-19 16:20:51,0,35,0,15,1,135,0,1240,2024-11-04 08:06:46,1,2
1134,2023-11-30 17:53:48,0,36,0,42,2,88,0,1086,2024-11-04 08:07:50,4,1
1131,2023-07-13 17:50:13,0,35,2,37,2,133,0,403,2024-11-04 08:09:05,3,2
915,2023-10-26 16:59:55,0,28,1,4,3,5,0,195,2024-11-04 08:07:18,0,1
1102,2023-08-07 16:54:58,0,35,0,32,0,140,0,1463,2024-11-04 08:12:18,3,2
409,2023-12-22 17:17:34,0,13,0,55,2,66,0,1027,2024-11-04 08:06:48,4,1
251,2023-03-13 16:05:46,0,36,1,39,1,42,0,598,2024-11-04 08:07:24,4,1
1116,2023-11-23 17:44:29,0,37,0,43,0,44,0,1473,2024-11-04 08:09:18,4,1
1318,2023-07-07 17:19:39,0,19,0,34,0,151,0,168,2024-11-04 08:12:05,3,2
297,2023-08-17 16:54:30,0,14,2,54,2,140,0,702,2024-11-04 08:11:33,4,2
693,2023-02-09 16:28:58,0,34,1,10,3,6,0,420,2024-11-04 08:10:03,1,1
327,2023-05-22 18:45:23,0,31,0,56,2,85,0,1118,2024-11-04 08:10:47,4,1
156,2023-06-14 16:34:54,0,38,0,61,2,92,0,688,2024-11-04 08:06:49,4,2
744,2023-09-08 17:48:22,0,15,2,62,2,54,0,829,2024-11-04 08:11:52,4,1
751,2023-08-10 16:48:55,0,38,1,20,1,95,0,1374,2024-11-04 08:10:30,2,2
441,2023-11-10 18:02:07,0,13,2,28,1,164,0,597,2024-11-04 08:09:41,3,2
1424,2023-06-20 16:27:07,0,8,2,35,2,4,0,708,2024-11-04 08:12:12,3,1
495,2023-04-25 17:00:15,0,1,2,48,2,136,0,1053,2024-11-04 08:12:22,4,2
1060,2023-05-01 17:21:46,0,12,2,26,0,41,0,1250,2024-11-04 08:11:56,2,1
984,2023-06-05 16:11:07,0,4,2,36,1,122,0,1083,2024-11-04 08:06:37,3,2
1159,2023-01-24 16:05:40,0,36,2,11,1,40,0,546,2024-11-04 08:11:09,1,1
1263,2023-01-10 17:40:16,0,20,0,23,0,78,0,1494,2024-11-04 08:09:13,2,1
523,2023-08-21 18:36:41,0,32,1,17,0,101,0,1368,2024-11-04 08:12:12,1,2
1095,2023-08-28 17:34:17,0,7,0,35,1,76,0,804,2024-11-04 08:08:00,3,1
971,2023-12-20 18:58:27,0,13,1,19,1,132,0,1201,2024-11-04 08:08:49,2,2
453,2023-03-27 16:48:34,0,9,0,11,1,134,0,1020,2024-11-04 08:07:55,1,2
978,2023-09-11 16:09:15,0,28,1,45,0,108,0,1577,2024-11-04 08:10:23,4,2
336,2023-08-17 18:32:19,0,10,0,56,2,218,0,365,2024-11-04 08:08:31,4,0
750,2023-06-05 16:16:13,0,16,0,39,2,79,0,704,2024-11-04 08:07:11,4,1
820,2023-08-14 16:26:38,0,11,2,39,0,132,0,977,2024-11-04 08:07:22,4,2
275,2023-01-23 18:06:58,0,9,1,45,2,123,0,757,2024-11-04 08:12:12,4,2
1302,2023-12-29 17:17:48,0,17,0,38,2,124,0,710,2024-11-04 08:09:18,4,2
1469,2023-01-20 16:09:37,0,2,2,26,0,98,0,1521,2024-11-04 08:07:32,2,2
989,2023-02-21 18:13:02,0,35,2,11,0,167,0,1391,2024-11-04 08:11:45,1,2
605,2023-03-13 17:01:57,0,7,1,10,3,150,0,59,2024-11-04 08:10:05,1,2
41,2023-11-20 16:28:19,0,23,0,50,2,188,0,749,2024-11-04 08:11:35,4,0
761,2023-03-15 16:37:04,0,29,0,0,3,9,0,1343,2024-11-04 08:07:06,0,1
539,2023-12-08 17:05:33,0,37,1,9,1,98,0,227,2024-11-04 08:09:07,1,2
699,2023-12-25 16:32:44,0,38,2,28,0,257,0,1384,2024-11-04 08:08:21,3,0
1014,2023-02-20 18:03:01,0,15,1,27,1,19,0,1425,2024-11-04 08:07:24,2,1
139,2023-02-08 17:33:08,0,36,0,11,1,18,0,614,2024-11-04 08:07:26,1,1
1439,2023-08-15 16:57:27,0,23,0,18,0,76,0,1067,2024-11-04 08:12:18,2,1
1206,2023-06-19 18:12:16,0,36,0,37,2,133,0,660,2024-11-04 08:06:34,3,2
1224,2023-10-31 17:06:08,0,7,2,36,1,266,0,1296,2024-11-04 08:10:03,3,0
320,2023-08-01 17:14:17,0,28,1,16,1,48,0,1156,2024-11-04 08:07:51,1,1
1258,2023-12-15 16:48:08,0,23,1,8,1,228,0,1090,2024-11-04 08:08:29,1,0
1401,2023-04-07 17:37:34,0,12,1,40,0,66,0,1556,2024-11-04 08:09:46,4,1
516,2023-10-10 18:12:07,0,25,0,8,3,234,0,1214,2024-11-04 08:06:40,1,0
360,2023-12-18 18:34:33,0,26,1,45,2,39,0,1167,2024-11-04 08:07:55,4,1
582,2023-09-22 17:44:42,0,21,2,34,2,69,0,1076,2024-11-04 08:11:28,3,1
1111,2023-07-05 16:49:05,0,41,0,36,2,20,0,566,2024-11-04 08:08:07,3,1
221,2023-04-24 17:16:27,0,2,2,52,2,153,0,689,2024-11-04 08:07:44,4,2
804,2023-04-20 17:52:46,0,18,1,19,1,166,0,719,2024-11-04 08:12:09,2,2
90,2023-11-30 17:48:36,0,43,2,61,2,155,0,1213,2024-11-04 08:08:04,4,2
1346,2023-08-10 18:30:37,0,38,0,39,2,203,0,410,2024-11-04 08:10:46,4,0
1479,2023-07-24 16:07:05,0,9,1,61,2,142,0,750,2024-11-04 08:08:51,4,2
785,2023-10-25 16:03:16,0,40,1,0,3,129,0,1424,2024-11-04 08:10:37,0,2
1488,2023-05-08 17:29:00,0,1,2,6,3,45,0,530,2024-11-04 08:07:18,0,1
888,2023-12-27 18:55:13,0,43,1,23,0,158,0,1462,2024-11-04 08:07:45,2,2
1072,2023-10-12 17:20:30,0,31,0,4,3,211,0,242,2024-11-04 08:06:50,0,0
1568,2023-05-10 16:38:07,0,22,2,50,0,66,0,1565,2024-11-04 08:09:45,4,1
883,2023-09-21 16:42:38,0,15,0,34,0,83,0,1308,2024-11-04 08:07:34,3,1
806,2023-12-01 17:01:30,0,17,1,16,1,81,0,375,2024-11-04 08:07:50,1,1
892,2023-03-13 16:59:33,0,34,2,16,0,258,0,1504,2024-11-04 08:11:35,1,0
968,2023-06-22 16:08:43,0,28,2,8,3,90,0,231,2024-11-04 08:07:29,1,2
59,2023-02-27 16:07:38,0,31,0,3,3,121,0,60,2024-11-04 08:07:53,0,2
1120,2023-11-14 16:37:42,0,34,1,37,0,4,0,1528,2024-11-04 08:09:00,3,1
682,2023-11-06 16:19:31,0,23,0,43,2,72,0,986,2024-11-04 08:08:33,4,1
906,2023-01-20 16:23:48,0,6,2,2,3,276,0,467,2024-11-04 08:07:54,0,0
973,2023-05-15 18:44:04,0,35,3,24,1,152,0,983,2024-11-04 08:08:53,2,2
477,2023-09-18 17:41:29,0,13,0,14,0,107,0,1456,2024-11-04 08:07:42,1,2
438,2023-03-03 18:23:29,0,1,1,3,3,239,0,417,2024-11-04 08:09:45,0,0
421,2023-09-18 16:00:54,0,29,1,14,0,148,0,1558,2024-11-04 08:12:20,1,2
987,2023-06-13 16:06:05,0,5,2,28,1,30,0,763,2024-11-04 08:12:03,3,1
1588,2023-08-31 16:42:18,0,12,0,11,0,29,0,226,2024-11-04 08:11:02,1,1
707,2023-06-05 18:09:44,0,21,1,60,2,100,0,691,2024-11-04 08:07:10,4,2
1549,2023-07-03 18:46:29,0,37,0,51,2,80,0,996,2024-11-04 08:11:14,4,1
502,2023-03-29 16:20:33,0,18,2,10,1,178,0,1414,2024-11-04 08:11:31,1,2
1435,2023-08-01 16:11:52,0,18,2,37,1,129,0,1023,2024-11-04 08:06:32,3,2
832,2023-01-02 16:07:17,0,42,2,59,2,149,0,765,2024-11-04 08:07:22,4,2
284,2023-10-26 16:54:32,0,27,2,38,2,155,0,941,2024-11-04 08:11:18,4,2
562,2023-08-08 17:07:42,0,32,0,31,0,95,0,886,2024-11-04 08:11:50,3,2
